ncodpers,ind_empleado,pais_residencia,sexo,age,AgeStatus,ind_nuevo,antiguedad,indrel,indrel_1mes,tiprel_1mes,indresi,indext,indfall,tipodom,cod_prov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
114084,0,1,0,46,0,0,199,1,1.0,0,1,0,0,1,28,1,211415.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
114141,0,1,1,56,0,0,199,1,1.0,0,1,0,0,1,28,1,245279.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114139,0,1,0,46,0,0,199,1,1.0,1,1,0,0,1,28,0,142502.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114136,0,1,1,51,0,0,113,1,1.0,0,1,0,0,1,28,1,153389.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
114130,0,1,0,48,0,0,199,1,1.0,1,1,0,0,1,8,0,399628.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114129,0,1,0,41,0,0,199,1,1.0,1,1,0,0,1,33,0,60576.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114127,0,1,0,45,0,0,199,1,1.0,1,1,0,0,1,28,0,71230.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114126,0,1,0,44,0,0,199,1,1.0,0,1,0,0,1,28,1,268773.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114122,0,1,0,50,0,0,199,1,1.0,0,1,0,0,1,46,1,118064.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114115,0,1,1,72,1,0,93,1,1.0,0,1,0,0,1,28,0,294433.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114113,0,1,0,0,1,0,199,1,1.0,0,1,1,0,1,28,1,208418.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114112,0,1,1,66,1,0,199,1,1.0,0,1,0,0,1,28,1,0.0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
114083,0,1,0,51,0,0,175,1,1.0,1,1,0,0,1,8,0,66369.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114111,0,1,0,53,0,0,199,1,1.0,0,1,0,0,1,28,1,166754.0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
114109,0,1,1,76,1,0,199,1,1.0,1,1,0,0,1,8,0,80619.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114108,0,1,1,51,0,0,199,1,1.0,0,1,0,0,1,28,1,103033.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
114107,0,1,1,45,0,0,199,1,1.0,0,1,0,0,1,28,1,316584.0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114105,0,1,0,54,0,0,198,1,1.0,0,1,0,0,1,28,1,80084.0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
114102,0,1,1,46,0,0,199,1,1.0,0,1,0,0,1,28,1,299911.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
114100,0,1,0,56,0,0,199,1,1.0,1,1,0,0,1,28,0,78711.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114097,0,1,1,42,0,0,199,1,1.0,0,1,0,0,1,28,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
114096,0,1,0,51,0,0,199,1,1.0,0,1,0,0,1,28,1,82873.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
114095,0,1,0,47,0,0,199,1,1.0,0,1,0,0,1,32,1,89406.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114093,0,1,0,71,1,0,199,1,1.0,1,1,0,0,1,8,0,89998.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114091,0,1,0,47,0,0,199,1,1.0,0,1,0,0,1,28,1,281611.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114110,0,1,1,57,0,0,199,1,1.0,0,1,0,0,1,28,1,150024.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1
113842,0,1,0,52,0,0,88,1,1.0,0,1,0,0,1,28,0,207436.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113839,0,1,1,39,0,0,200,1,1.0,1,1,1,0,1,28,0,35310.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113838,0,1,0,49,0,0,200,1,1.0,0,1,0,0,1,8,0,156404.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113520,0,1,0,42,0,0,200,1,1.0,0,1,0,0,1,28,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
113519,0,1,0,52,0,0,200,1,1.0,0,1,0,0,1,28,1,295652.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113518,0,1,1,41,0,0,200,1,1.0,1,1,0,0,1,8,0,68539.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113515,0,1,1,60,0,0,200,1,1.0,0,1,0,0,1,46,1,148430.0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
113513,0,1,0,46,0,0,200,1,1.0,1,1,0,0,1,46,0,40667.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113512,0,1,0,45,0,0,200,1,1.0,1,1,0,0,1,6,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113510,0,1,1,83,1,0,200,1,1.0,1,1,0,0,1,28,0,124511.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113509,0,1,0,53,0,0,200,1,1.0,1,1,0,0,1,48,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113508,0,1,0,83,1,0,200,1,1.0,1,1,0,0,1,28,0,124511.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113504,0,1,1,81,1,0,144,1,1.0,1,1,0,0,1,28,1,33925.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113502,0,1,0,48,0,0,108,1,1.0,0,1,0,0,1,28,1,33925.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113499,0,1,0,47,0,0,199,1,1.0,0,1,0,0,1,28,1,192638.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
113498,0,1,1,41,0,0,195,1,1.0,0,1,0,0,1,7,1,0.0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
113497,0,1,0,41,0,0,200,1,1.0,0,1,0,0,1,28,1,95031.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113496,0,1,1,46,0,0,200,1,1.0,1,1,0,0,1,28,0,95031.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113495,0,1,0,52,0,0,198,1,1.0,0,1,0,0,1,28,0,134513.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113494,0,1,0,46,0,0,200,1,1.0,0,0,1,0,1,0,1,0.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113493,0,1,0,44,0,0,200,1,1.0,0,1,0,0,1,14,1,93570.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
113492,0,1,1,51,0,0,200,1,1.0,1,1,0,0,1,8,0,119134.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113491,0,1,1,53,0,0,200,1,1.0,0,1,0,0,1,36,1,54069.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113489,0,1,0,83,1,0,200,1,1.0,1,1,0,0,1,28,0,60939.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113488,0,1,0,45,0,0,200,1,1.0,0,1,0,0,1,28,1,108022.0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113487,0,1,1,71,1,0,200,1,1.0,0,1,0,0,1,43,1,104799.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113521,0,1,1,43,0,0,200,1,1.0,0,1,0,0,1,28,1,105678.0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
113525,0,1,0,42,0,0,200,1,1.0,0,1,0,0,1,28,1,51872.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113527,0,1,0,48,0,0,200,1,1.0,0,1,0,0,1,28,1,65950.0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
113528,0,1,0,49,0,0,200,1,1.0,0,1,0,0,1,28,1,148075.0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
113581,0,1,0,49,0,0,197,1,1.0,0,1,0,0,1,37,1,130242.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
113580,0,1,0,86,1,0,82,1,1.0,0,1,0,0,1,28,1,261399.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113577,0,1,0,42,0,0,200,1,1.0,0,1,0,0,1,28,1,99420.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113575,0,1,1,47,0,0,200,1,1.0,0,1,0,0,1,28,1,84411.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
113574,0,1,0,48,0,0,200,1,1.0,0,1,0,0,1,28,1,84058.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
113572,0,1,0,45,0,0,199,1,1.0,0,1,0,0,1,28,1,404833.0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113563,0,1,0,51,0,0,199,1,1.0,0,1,0,0,1,28,1,51955.0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
113556,0,1,0,47,0,0,200,1,1.0,1,1,0,0,1,28,0,235435.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113555,0,1,1,63,0,0,200,1,1.0,1,1,0,0,1,28,0,346484.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113554,0,1,1,48,0,0,199,1,1.0,0,1,0,0,1,3,1,118029.0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
113553,0,1,0,66,1,0,200,1,1.0,0,1,0,0,1,28,1,346484.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
113486,0,1,0,75,1,0,200,1,1.0,0,1,0,0,1,43,0,104799.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113552,0,1,0,53,0,0,200,1,1.0,1,1,0,0,1,28,0,72283.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113549,0,1,1,41,0,0,200,1,1.0,1,1,0,0,1,28,0,363988.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113546,0,1,0,47,0,0,200,1,1.0,0,1,0,0,1,50,1,171650.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
113545,0,1,1,89,1,0,200,1,1.0,0,1,0,0,1,50,1,45202.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113543,0,1,1,47,0,0,162,1,1.0,0,1,0,0,1,28,1,205014.0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
113541,0,1,0,62,0,0,111,1,1.0,0,1,0,0,1,28,0,91489.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113540,0,1,0,58,0,0,200,1,1.0,0,1,0,0,1,28,1,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
113539,0,1,1,45,0,0,12,1,1.0,0,1,0,0,1,28,1,91310.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
113538,0,1,0,45,0,0,200,1,1.0,0,1,0,0,1,46,1,145018.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113537,0,1,0,59,0,0,200,1,1.0,0,1,0,0,1,8,0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113533,0,1,0,46,0,0,199,1,1.0,0,1,0,0,1,41,0,114853.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113530,0,1,0,57,0,0,200,1,1.0,0,1,0,0,1,28,1,70449.0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1
113550,0,1,0,46,0,0,200,1,1.0,0,1,0,0,1,28,1,302060.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
113485,0,1,0,59,0,0,200,1,1.0,0,1,0,0,1,28,1,67893.0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1
113483,0,1,0,42,0,0,180,1,1.0,1,1,0,0,1,29,0,40858.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113482,0,1,1,43,0,0,200,1,1.0,1,1,0,0,1,8,0,68645.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113415,0,1,1,48,0,0,84,1,1.0,0,1,0,0,1,50,1,113284.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
113414,0,1,1,41,0,0,200,1,1.0,0,1,0,0,1,28,1,176486.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
113413,0,1,1,47,0,0,200,1,1.0,0,1,0,0,1,41,1,216217.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
113410,0,1,1,37,0,0,200,1,1.0,0,1,0,0,1,41,1,69655.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113407,0,1,1,47,0,0,200,1,1.0,1,1,0,0,1,28,0,175873.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113406,0,1,0,43,0,0,200,1,1.0,1,1,0,0,1,3,0,41559.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113405,0,1,1,43,0,0,200,1,1.0,0,1,0,0,1,28,1,133807.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113404,0,1,0,47,0,0,200,1,1.0,0,1,0,0,1,28,1,203480.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1
113403,0,1,1,49,0,0,200,1,1.0,0,1,0,0,1,8,1,135999.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113400,0,1,1,45,0,0,200,1,1.0,1,1,0,0,1,28,0,256287.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113399,0,1,1,37,0,0,200,1,1.0,0,1,0,0,1,23,1,31465.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113419,0,1,0,59,0,0,168,1,1.0,1,1,0,0,1,15,0,114903.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113398,0,1,0,43,0,0,200,1,1.0,0,1,0,0,1,28,1,188131.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113396,0,1,0,49,0,0,200,1,1.0,0,1,0,0,1,15,1,0.0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
113394,0,1,0,44,0,0,200,1,1.0,0,1,0,0,1,28,1,92952.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1
113393,0,1,1,56,0,0,203,1,1.0,0,1,0,0,1,41,0,159607.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113392,0,1,1,49,0,0,200,1,1.0,0,1,0,0,1,33,1,85951.0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
113390,0,1,0,48,0,0,200,1,1.0,0,1,0,0,1,28,1,73294.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
113389,0,1,1,46,0,0,200,1,1.0,1,1,0,0,1,28,0,57006.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113387,0,1,1,56,0,0,199,1,1.0,0,1,0,0,1,46,1,108484.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
113386,0,1,0,59,0,0,199,1,1.0,0,1,0,0,1,46,1,108484.0,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1
113382,0,1,0,42,0,0,200,1,1.0,0,1,0,0,1,2,1,78572.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
113377,0,1,0,46,0,0,200,1,1.0,0,1,0,0,1,29,1,87408.0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113375,0,1,1,45,0,0,200,1,1.0,1,1,0,0,1,45,0,57453.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113397,0,1,0,84,1,0,200,1,1.0,0,1,0,0,1,28,0,248556.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113583,0,1,0,47,0,0,200,1,1.0,0,1,0,0,1,28,0,122009.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113424,0,1,0,74,1,0,200,1,1.0,0,1,0,1,1,50,1,58173.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
113430,0,1,1,71,1,0,200,1,1.0,0,1,0,0,1,28,1,108422.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113478,0,1,0,52,0,0,200,1,1.0,1,1,0,0,1,15,0,218702.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113477,0,1,1,52,0,0,200,1,1.0,0,1,0,0,1,45,0,56657.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113475,0,1,0,56,0,0,200,1,1.0,0,1,0,0,1,45,1,62459.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113474,0,1,0,49,0,0,200,1,1.0,1,1,0,0,1,28,0,111329.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113472,0,1,1,47,0,0,200,1,1.0,0,1,0,0,1,28,1,169923.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
113468,0,1,1,86,1,0,200,1,1.0,0,1,0,0,1,8,0,99232.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113466,0,1,0,89,1,0,200,1,1.0,0,1,0,1,1,8,0,99232.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113465,0,1,1,47,0,0,138,1,1.0,1,1,0,0,1,46,0,154909.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113463,0,1,0,48,0,0,138,1,1.0,0,1,0,0,1,46,1,159787.0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
113458,0,1,0,48,0,0,200,1,1.0,0,1,0,0,1,39,1,0.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113457,0,1,1,46,0,0,200,1,1.0,0,1,0,0,1,28,1,72119.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
113429,0,1,0,49,0,0,200,1,1.0,0,1,0,0,1,8,1,122275.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113455,0,1,1,40,0,0,199,1,1.0,0,1,0,0,1,29,1,78067.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
113451,0,1,0,69,1,0,199,1,1.0,0,1,0,0,1,43,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
113449,0,1,1,37,0,0,200,1,1.0,1,1,0,0,1,28,0,67957.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113448,0,1,1,83,1,0,174,1,1.0,0,1,0,0,1,28,1,597678.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113447,0,1,0,47,0,0,200,1,1.0,1,1,1,0,1,33,0,158776.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113445,0,1,1,44,0,0,200,1,1.0,0,1,0,0,1,28,1,223762.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
113442,0,1,0,43,0,0,200,1,1.0,1,1,0,0,1,38,0,50883.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113436,0,1,0,65,1,0,29,1,1.0,0,1,0,0,1,28,1,231044.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
113435,0,1,0,72,1,0,95,1,1.0,0,1,0,0,1,17,1,263083.0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
113434,0,1,1,42,0,0,200,1,1.0,0,1,0,0,1,28,1,108422.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
113432,0,1,1,44,0,0,185,1,1.0,0,1,0,0,1,28,1,250654.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113431,0,1,0,50,0,0,200,1,1.0,1,1,0,0,1,8,0,62105.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113452,0,1,0,70,1,0,200,1,1.0,0,1,0,0,1,25,1,53137.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114241,0,1,0,59,0,0,199,1,1.0,0,1,0,0,1,8,1,79655.0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113584,0,1,0,58,0,0,200,1,1.0,0,1,0,0,1,28,1,395259.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1
113588,0,1,0,53,0,0,197,1,1.0,0,1,0,0,1,50,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113775,0,1,0,50,0,0,200,1,1.0,0,1,0,0,1,28,1,211308.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113773,0,1,0,76,1,0,64,1,1.0,0,1,0,0,1,28,1,83475.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113771,0,1,0,46,0,0,200,1,1.0,1,1,0,0,1,28,0,52124.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113770,0,1,1,41,0,0,200,1,1.0,1,1,0,0,1,28,0,90103.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113767,0,1,0,53,0,0,200,1,1.0,0,1,0,0,1,28,1,106389.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113766,0,1,0,45,0,0,200,1,1.0,1,1,0,0,1,18,0,70713.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113764,0,1,1,81,1,0,200,1,1.0,0,1,0,0,1,15,1,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
